month,region,service_category,channel,transactions,unique_users,digital_adoption_pct,avg_completion_min,cost_per_txn_sar,csat,sla_met_pct,complaints
2026-01-01,Hail,Identity & Civil Affairs,Web Portal,7523,3833,67.2,9.4,6.68,4.46,94.5,2
2026-01-01,Hail,Justice & Notary,Branch,3655,2940,60.0,55.9,67.83,3.4,89.2,5
2026-01-01,Hail,Justice & Notary,Call Center,2627,1628,60.0,32.2,28.36,3.65,90.0,2
2026-01-01,Hail,Justice & Notary,Mobile App,7023,2690,60.0,10.8,5.84,4.3,99.5,5
2026-01-01,Hail,Justice & Notary,Web Portal,2784,1422,60.0,17.2,8.66,4.11,99.5,2
2026-01-01,Hail,Labour & HR Services,Branch,4991,4128,64.9,29.2,53.37,3.57,88.9,5
2026-01-01,Hail,Labour & HR Services,Call Center,4300,2756,64.9,17.3,21.65,3.82,87.4,3
2026-01-01,Hail,Labour & HR Services,Mobile App,12733,4918,64.9,6.6,4.41,4.51,96.5,4
2026-01-01,Hail,Labour & HR Services,Web Portal,4815,2578,64.9,10.1,6.32,4.21,99.5,2
2026-01-01,Hail,Municipal Services,Branch,5717,4632,65.0,32.2,53.3,3.57,89.6,5
2026-01-01,Hail,Municipal Services,Call Center,4803,3014,65.0,21.5,24.49,3.81,91.3,3
2026-01-01,Hail,Municipal Services,Mobile App,14091,5370,65.0,6.8,4.74,4.39,99.5,5
2026-01-01,Hail,Municipal Services,Web Portal,5357,2679,65.0,11.4,6.82,4.22,98.6,4
2026-01-01,Hail,Social Support & Subsidies,Branch,4539,3667,62.6,33.7,51.98,3.78,89.4,4
2026-01-01,Hail,Social Support & Subsidies,Call Center,3208,1976,62.6,19.7,24.32,3.88,91.1,3
2026-01-01,Hail,Social Support & Subsidies,Mobile App,9800,3674,62.6,6.0,4.56,4.65,98.8,1
2026-01-01,Hail,Social Support & Subsidies,Web Portal,3922,2076,62.6,9.5,7.01,4.31,96.9,1
2026-01-01,Hail,Traffic & Transport,Branch,7813,5912,63.0,24.4,46.95,3.51,91.3,7
2026-01-01,Hail,Traffic & Transport,Call Center,5819,3865,63.0,14.5,22.57,3.82,90.0,4
2026-01-01,Hail,Traffic & Transport,Mobile App,17035,6596,63.0,4.9,3.99,4.32,99.5,9
2026-01-01,Hail,Traffic & Transport,Web Portal,6792,3552,63.0,7.8,6.09,4.24,99.5,4
2026-01-01,Jazan,Business & Licensing,Branch,16260,13719,47.8,127.1,73.21,3.03,82.5,23
2026-01-01,Jazan,Business & Licensing,Call Center,12839,7798,47.8,31.6,29.74,3.41,91.1,11
2026-01-01,Jazan,Business & Licensing,Mobile App,18850,7157,47.8,10.7,5.75,4.01,97.7,14
2026-01-01,Jazan,Business & Licensing,Web Portal,7529,3790,47.8,16.7,10.75,3.81,98.5,8
2026-01-01,Jazan,Education & Training,Branch,18509,15396,50.6,24.9,49.12,3.48,90.8,18
2026-01-01,Jazan,Education & Training,Call Center,15096,9867,50.6,14.3,23.09,3.7,89.5,11
2026-01-01,Jazan,Education & Training,Mobile App,22712,9242,50.6,5.3,4.26,4.26,99.5,9
2026-01-01,Jazan,Education & Training,Web Portal,9050,4621,50.6,9.3,6.84,4.03,94.0,9
2026-01-01,Jazan,Health Services,Branch,28121,23698,51.3,30.6,57.65,3.47,86.7,40
2026-01-01,Jazan,Health Services,Call Center,19301,12871,51.3,15.7,26.99,3.74,85.9,11
2026-01-01,Jazan,Health Services,Mobile App,37127,14561,51.3,6.6,4.91,4.33,96.8,15
2026-01-01,Jazan,Health Services,Web Portal,14014,6929,51.3,9.8,8.99,4.1,99.2,9
2026-01-01,Jazan,Identity & Civil Affairs,Branch,27448,23031,48.9,36.8,61.15,3.33,90.5,33
2026-01-01,Jazan,Identity & Civil Affairs,Call Center,19521,12678,48.9,20.4,22.16,3.66,93.7,19
2026-01-01,Jazan,Identity & Civil Affairs,Mobile App,34050,13315,48.9,6.4,4.43,4.25,96.7,16
2026-01-01,Jazan,Identity & Civil Affairs,Web Portal,12140,6118,48.9,10.6,7.77,3.98,95.9,10
2026-01-01,Jazan,Justice & Notary,Branch,10292,8364,46.3,152.7,70.01,2.95,81.9,13
2026-01-01,Jazan,Justice & Notary,Call Center,8285,5450,46.3,32.6,32.13,3.39,88.1,7
2026-01-01,Jazan,Justice & Notary,Mobile App,11553,4428,46.3,11.8,5.93,3.99,99.5,8
2026-01-01,Jazan,Justice & Notary,Web Portal,5497,2911,46.3,17.5,9.2,3.74,97.2,4
2026-01-01,Jazan,Labour & HR Services,Branch,17767,15124,48.0,31.9,59.37,3.19,90.1,25
2026-01-01,Jazan,Labour & HR Services,Call Center,14427,9331,48.0,21.9,27.67,3.6,89.0,13
2026-01-01,Jazan,Labour & HR Services,Mobile App,21694,8092,48.0,7.2,5.08,4.02,97.7,15
2026-01-01,Jazan,Labour & HR Services,Web Portal,7971,3957,48.0,10.6,7.92,3.91,99.5,5
2026-01-01,Jazan,Municipal Services,Branch,19644,15346,48.5,36.7,64.29,3.17,87.1,32
2026-01-01,Jazan,Municipal Services,Call Center,14574,10053,48.5,24.0,29.01,3.48,87.9,24
2026-01-01,Jazan,Municipal Services,Mobile App,22296,8324,48.5,7.6,5.39,4.16,93.3,9
2026-01-01,Jazan,Municipal Services,Web Portal,8952,4390,48.5,12.6,8.22,3.86,96.9,8
2026-01-01,Jazan,Social Support & Subsidies,Branch,14633,12392,48.8,35.6,60.74,3.32,89.6,21
2026-01-01,Jazan,Social Support & Subsidies,Call Center,10218,7220,48.8,22.0,24.7,3.58,91.6,11
2026-01-01,Jazan,Social Support & Subsidies,Mobile App,16819,6379,48.8,7.3,4.87,4.21,98.0,10
2026-01-01,Jazan,Social Support & Subsidies,Web Portal,6935,3489,48.8,11.3,8.25,4.04,96.7,4
2026-01-01,Jazan,Traffic & Transport,Branch,23049,19202,51.3,28.3,49.85,3.26,89.2,33
2026-01-01,Jazan,Traffic & Transport,Call Center,18413,12214,51.3,14.6,23.9,3.62,90.3,17
2026-01-01,Jazan,Traffic & Transport,Mobile App,30767,11925,51.3,5.7,4.42,4.19,99.5,19
2026-01-01,Jazan,Traffic & Transport,Web Portal,12471,6250,51.3,10.1,7.12,3.98,96.3,9
2026-01-01,Madinah,Business & Licensing,Branch,14460,11821,60.8,47.0,63.95,3.62,91.9,15
2026-01-01,Madinah,Business & Licensing,Call Center,13246,8685,60.8,30.3,25.6,3.95,88.1,10
2026-01-01,Madinah,Business & Licensing,Mobile App,32162,12196,60.8,10.7,5.12,4.49,95.8,10
2026-01-01,Madinah,Business & Licensing,Web Portal,13167,6655,60.8,15.2,7.87,4.34,96.0,6
2026-01-01,Madinah,Education & Training,Branch,17852,14445,64.5,24.5,43.2,3.79,90.7,14
2026-01-01,Madinah,Education & Training,Call Center,13899,9457,64.5,13.5,19.0,4.15,87.4,9
2026-01-01,Madinah,Education & Training,Mobile App,41377,15642,64.5,5.3,3.5,4.89,98.1,1
2026-01-01,Madinah,Education & Training,Web Portal,15604,8160,64.5,8.5,5.3,4.31,98.4,7
2026-01-01,Madinah,Health Services,Branch,29388,25087,62.5,26.2,51.92,4.01,89.0,19
2026-01-01,Madinah,Health Services,Call Center,22633,14271,62.5,17.6,22.32,4.15,92.4,17
2026-01-01,Madinah,Health Services,Mobile App,57522,22649,62.5,6.3,4.23,4.81,99.5,2
2026-01-01,Madinah,Health Services,Web Portal,23841,12577,62.5,10.8,7.04,4.49,95.2,9
2026-01-01,Madinah,Identity & Civil Affairs,Branch,28610,24111,60.7,30.9,50.44,3.69,90.5,36
2026-01-01,Madinah,Identity & Civil Affairs,Call Center,22239,14682,60.7,19.0,22.02,4.06,86.6,11
2026-01-01,Madinah,Identity & Civil Affairs,Mobile App,57366,22247,60.7,7.6,4.01,4.75,99.5,5
2026-01-01,Madinah,Identity & Civil Affairs,Web Portal,21178,10570,60.7,10.4,6.42,4.61,98.3,5
2026-01-01,Madinah,Justice & Notary,Branch,10591,8844,58.9,53.2,57.18,3.41,88.9,13
2026-01-01,Madinah,Justice & Notary,Call Center,9069,5925,58.9,36.1,30.0,3.76,88.1,9
2026-01-01,Madinah,Justice & Notary,Mobile App,20108,7633,58.9,12.3,5.0,4.56,99.4,5
2026-01-01,Madinah,Justice & Notary,Web Portal,7802,4109,58.9,15.9,7.93,4.34,95.9,3
2026-01-01,Madinah,Labour & HR Services,Branch,17388,14106,61.9,32.1,47.31,3.69,93.4,14
2026-01-01,Madinah,Labour & HR Services,Call Center,11989,7315,61.9,19.0,22.18,4.05,90.0,7
2026-01-01,Madinah,Labour & HR Services,Mobile App,33090,12537,61.9,7.2,4.1,4.59,99.2,9
2026-01-01,Madinah,Labour & HR Services,Web Portal,13231,7050,61.9,9.9,6.85,4.42,99.5,6
2026-01-01,Madinah,Municipal Services,Branch,19350,15881,60.4,37.6,56.03,3.74,90.7,12
2026-01-01,Madinah,Municipal Services,Call Center,14866,9267,60.4,21.8,21.47,3.93,87.7,8
2026-01-01,Madinah,Municipal Services,Mobile App,41040,16140,60.4,6.9,4.72,4.57,99.5,10
2026-01-01,Madinah,Municipal Services,Web Portal,15063,7850,60.4,10.4,7.52,4.4,95.9,7
2026-01-01,Madinah,Social Support & Subsidies,Branch,13879,11406,60.7,31.7,54.97,3.83,87.1,12
2026-01-01,Madinah,Social Support & Subsidies,Call Center,10569,6641,60.7,19.6,22.19,4.24,92.7,7
2026-01-01,Madinah,Social Support & Subsidies,Mobile App,28946,11079,60.7,6.2,4.43,4.75,99.5,3
2026-01-01,Madinah,Social Support & Subsidies,Web Portal,10932,5951,60.7,10.4,6.78,4.47,99.4,3
2026-01-01,Madinah,Traffic & Transport,Branch,23344,19616,62.1,26.9,44.75,3.77,92.7,24
2026-01-01,Madinah,Traffic & Transport,Call Center,18096,12221,62.1,14.1,19.61,4.01,88.1,10
2026-01-01,Madinah,Traffic & Transport,Mobile App,51154,18725,62.1,6.0,3.7,4.62,99.5,10
2026-01-01,Madinah,Traffic & Transport,Web Portal,18665,9651,62.1,8.9,5.25,4.48,99.5,8
2026-01-01,Makkah,Business & Licensing,Branch,70649,57706,60.5,128.9,59.99,3.06,83.1,137
2026-01-01,Makkah,Business & Licensing,Call Center,50016,31565,60.5,28.4,25.35,3.58,91.0,63
2026-01-01,Makkah,Business & Licensing,Mobile App,120899,46389,60.5,9.4,5.02,4.2,95.9,47
2026-01-01,Makkah,Business & Licensing,Web Portal,46942,25108,60.5,14.5,7.64,3.81,99.5,51
2026-01-01,Makkah,Education & Training,Branch,67156,54906,63.3,25.1,45.43,3.57,90.9,69
2026-01-01,Makkah,Education & Training,Call Center,60607,39969,63.3,14.9,19.15,3.85,89.9,44
2026-01-01,Makkah,Education & Training,Mobile App,141412,56035,63.3,5.6,3.81,4.28,99.5,65
2026-01-01,Makkah,Education & Training,Web Portal,65091,33266,63.3,7.5,5.94,4.2,98.7,42
2026-01-01,Makkah,Health Services,Branch,117881,98275,63.1,25.5,48.99,3.59,89.9,172
2026-01-01,Makkah,Health Services,Call Center,85193,54697,63.1,15.4,22.42,3.83,93.7,68
2026-01-01,Makkah,Health Services,Mobile App,227445,88694,63.1,6.1,4.34,4.46,95.7,54
2026-01-01,Makkah,Health Services,Web Portal,100405,52862,63.1,8.9,7.47,4.18,93.6,53
2026-01-01,Makkah,Identity & Civil Affairs,Branch,101898,82392,66.2,26.4,42.75,3.47,90.9,86
2026-01-01,Makkah,Identity & Civil Affairs,Call Center,76067,47882,66.2,19.4,22.44,3.9,93.0,43
2026-01-01,Makkah,Identity & Civil Affairs,Mobile App,234416,88902,66.2,6.2,3.96,4.33,95.6,121
2026-01-01,Makkah,Identity & Civil Affairs,Web Portal,95176,49481,66.2,10.1,6.27,4.2,98.2,67
2026-01-01,Makkah,Justice & Notary,Branch,40511,33286,59.9,113.7,61.78,3.11,84.2,62
2026-01-01,Makkah,Justice & Notary,Call Center,32930,20016,59.9,32.0,29.23,3.52,90.8,34
2026-01-01,Makkah,Justice & Notary,Mobile App,82829,30523,59.9,11.4,5.13,4.1,99.5,39
2026-01-01,Makkah,Justice & Notary,Web Portal,33988,17741,59.9,16.8,8.34,3.94,96.0,31
2026-01-01,Makkah,Labour & HR Services,Branch,73139,62197,61.3,25.5,46.3,3.38,86.2,69
2026-01-01,Makkah,Labour & HR Services,Call Center,54803,35283,61.3,18.4,22.41,3.7,89.9,59
2026-01-01,Makkah,Labour & HR Services,Mobile App,148276,57024,61.3,7.1,4.08,4.23,98.4,72
2026-01-01,Makkah,Labour & HR Services,Web Portal,57164,29437,61.3,8.7,6.97,4.06,97.5,37
2026-01-01,Makkah,Municipal Services,Branch,77130,63524,60.8,33.4,48.85,3.21,88.4,117
2026-01-01,Makkah,Municipal Services,Call Center,62276,39222,60.8,20.6,25.03,3.62,90.2,72
2026-01-01,Makkah,Municipal Services,Mobile App,154154,60481,60.8,7.6,4.64,4.1,98.7,110
2026-01-01,Makkah,Municipal Services,Web Portal,60075,27565,60.8,11.4,6.64,3.91,95.1,62
2026-01-01,Makkah,Social Support & Subsidies,Branch,59370,46993,60.1,30.8,50.94,3.57,89.2,69
2026-01-01,Makkah,Social Support & Subsidies,Call Center,42106,27736,60.1,18.7,22.99,3.69,90.1,32
2026-01-01,Makkah,Social Support & Subsidies,Mobile App,110180,41334,60.1,7.4,4.2,4.46,98.6,35
2026-01-01,Makkah,Social Support & Subsidies,Web Portal,41100,21110,60.1,11.8,7.06,4.13,96.2,18
2026-01-01,Makkah,Traffic & Transport,Branch,94579,77106,62.7,27.0,44.58,3.42,90.7,127
2026-01-01,Makkah,Traffic & Transport,Call Center,72487,48334,62.7,15.1,20.33,3.68,90.7,83
2026-01-01,Makkah,Traffic & Transport,Mobile App,209837,83434,62.7,5.9,4.11,4.31,99.5,102
2026-01-01,Makkah,Traffic & Transport,Web Portal,77359,39783,62.7,7.2,6.21,4.16,98.1,58
2026-01-01,Najran,Business & Licensing,Branch,5512,4520,51.2,95.5,62.42,3.1,84.8,10
2026-01-01,Najran,Business & Licensing,Call Center,4654,2912,51.2,29.4,25.87,3.55,87.4,5
2026-01-01,Najran,Business & Licensing,Mobile App,7812,3019,51.2,10.5,5.1,4.17,98.4,3
2026-01-01,Najran,Business & Licensing,Web Portal,2859,1475,51.2,17.8,8.15,3.96,98.3,2
2026-01-01,Najran,Education & Training,Branch,6436,5356,55.6,21.8,47.64,3.67,90.0,6
2026-01-01,Najran,Education & Training,Call Center,4946,3115,55.6,15.6,20.53,3.89,90.7,4
2026-01-01,Najran,Education & Training,Mobile App,10825,3921,55.6,5.6,3.89,4.55,96.7,2
2026-01-01,Najran,Education & Training,Web Portal,3617,1861,55.6,7.8,6.54,4.27,97.5,2
2026-01-01,Najran,Health Services,Branch,10893,9087,51.2,26.8,48.7,3.65,92.9,10
2026-01-01,Najran,Health Services,Call Center,7795,5222,51.2,18.3,23.91,3.89,88.9,7
2026-01-01,Najran,Health Services,Mobile App,13350,5154,51.2,5.8,4.66,4.51,99.5,4
2026-01-01,Najran,Health Services,Web Portal,5014,2518,51.2,8.7,7.72,4.3,94.4,2
2026-01-01,Najran,Identity & Civil Affairs,Branch,9750,7677,51.5,33.2,50.66,3.48,90.6,9
2026-01-01,Najran,Identity & Civil Affairs,Call Center,7629,4644,51.5,20.3,23.81,3.95,92.1,7
2026-01-01,Najran,Identity & Civil Affairs,Mobile App,13251,5024,51.5,6.9,4.46,4.57,99.1,3
2026-01-01,Najran,Identity & Civil Affairs,Web Portal,5533,2794,51.5,10.7,6.8,4.16,99.5,3
2026-01-01,Najran,Justice & Notary,Branch,3714,2918,50.4,134.1,66.31,3.21,81.2,7
2026-01-01,Najran,Justice & Notary,Call Center,2916,1927,50.4,33.3,28.84,3.58,86.4,3
2026-01-01,Najran,Justice & Notary,Mobile App,4888,1845,50.4,11.6,5.92,4.14,99.0,3
2026-01-01,Najran,Justice & Notary,Web Portal,1966,1004,50.4,16.3,8.86,4.04,99.5,1
2026-01-01,Najran,Labour & HR Services,Branch,6711,5331,51.8,32.4,52.26,3.46,84.8,9
2026-01-01,Najran,Labour & HR Services,Call Center,4939,3254,51.8,19.7,22.84,3.64,90.5,6
2026-01-01,Najran,Labour & HR Services,Mobile App,8622,3246,51.8,7.0,4.41,4.23,94.0,4
2026-01-01,Najran,Labour & HR Services,Web Portal,3492,1777,51.8,10.1,7.38,3.97,99.0,4
2026-01-01,Najran,Municipal Services,Branch,7217,5782,51.5,32.8,52.17,3.25,89.6,11
2026-01-01,Najran,Municipal Services,Call Center,5416,3491,51.5,20.9,25.49,3.64,93.2,6
2026-01-01,Najran,Municipal Services,Mobile App,8875,3707,51.5,8.2,4.66,4.16,97.7,5
2026-01-01,Najran,Municipal Services,Web Portal,3541,1887,51.5,10.3,7.22,4.05,98.2,3
2026-01-01,Najran,Social Support & Subsidies,Branch,4820,4076,52.3,32.1,55.18,3.38,88.8,6
2026-01-01,Najran,Social Support & Subsidies,Call Center,4224,2819,52.3,20.9,23.43,3.74,91.8,4
2026-01-01,Najran,Social Support & Subsidies,Mobile App,7061,2773,52.3,7.9,4.18,4.37,99.5,3
2026-01-01,Najran,Social Support & Subsidies,Web Portal,2708,1372,52.3,10.7,7.02,4.33,99.5,1
2026-01-01,Najran,Traffic & Transport,Branch,8349,6580,54.1,23.0,47.45,3.45,88.9,12
2026-01-01,Najran,Traffic & Transport,Call Center,6028,3990,54.1,15.1,21.7,3.67,93.3,6
2026-01-01,Najran,Traffic & Transport,Mobile App,12541,4564,54.1,6.2,3.91,4.37,99.5,7
2026-01-01,Najran,Traffic & Transport,Web Portal,4805,2379,54.1,8.6,6.57,4.03,97.6,3
2026-01-01,Northern Borders,Business & Licensing,Branch,2914,2467,60.1,49.1,72.29,3.59,88.4,3
2026-01-01,Northern Borders,Business & Licensing,Call Center,2228,1463,60.1,32.7,30.69,3.75,88.7,2
2026-01-01,Northern Borders,Business & Licensing,Mobile App,5321,2039,60.1,10.4,6.15,4.5,95.4,1
2026-01-01,Northern Borders,Business & Licensing,Web Portal,2121,1074,60.1,16.6,8.06,4.06,99.5,1
2026-01-01,Northern Borders,Education & Training,Branch,3365,2715,62.8,19.5,45.24,3.86,90.2,4
2026-01-01,Northern Borders,Education & Training,Call Center,2694,1646,62.8,13.2,21.05,4.06,88.7,2
2026-01-01,Northern Borders,Education & Training,Mobile App,7210,2787,62.8,4.6,4.14,4.62,99.5,1
2026-01-01,Northern Borders,Education & Training,Web Portal,2756,1372,62.8,8.0,6.67,4.43,99.0,1
2026-01-01,Northern Borders,Health Services,Branch,4777,4036,60.7,29.5,54.88,3.94,89.1,4
2026-01-01,Northern Borders,Health Services,Call Center,3940,2487,60.7,17.3,25.78,4.09,89.4,3
2026-01-01,Northern Borders,Health Services,Mobile App,10132,3886,60.7,6.1,4.75,4.84,97.9,0
2026-01-01,Northern Borders,Health Services,Web Portal,3740,1833,60.7,9.5,8.18,4.57,96.1,1
2026-01-01,Northern Borders,Identity & Civil Affairs,Branch,4365,3593,62.5,27.5,53.34,3.84,90.3,4
2026-01-01,Northern Borders,Identity & Civil Affairs,Call Center,3603,2237,62.5,19.0,24.51,4.09,92.5,3
2026-01-01,Northern Borders,Identity & Civil Affairs,Mobile App,9937,3841,62.5,7.4,4.17,4.71,96.8,1
2026-01-01,Northern Borders,Identity & Civil Affairs,Web Portal,3600,1756,62.5,9.7,7.49,4.34,97.3,1
2026-01-01,Northern Borders,Justice & Notary,Branch,2018,1737,59.0,48.2,71.97,3.54,90.9,2
2026-01-01,Northern Borders,Justice & Notary,Call Center,1501,1003,59.0,32.8,32.87,3.81,90.1,1
2026-01-01,Northern Borders,Justice & Notary,Mobile App,3455,1378,59.0,11.3,5.75,4.36,99.5,2
2026-01-01,Northern Borders,Justice & Notary,Web Portal,1422,741,59.0,17.0,9.59,4.3,96.7,1
2026-01-01,Northern Borders,Labour & HR Services,Branch,3103,2616,61.4,30.8,58.15,3.55,88.1,4
2026-01-01,Northern Borders,Labour & HR Services,Call Center,2410,1563,61.4,19.0,25.57,3.94,91.7,2
2026-01-01,Northern Borders,Labour & HR Services,Mobile App,6118,2306,61.4,6.8,4.04,4.53,97.2,1
2026-01-01,Northern Borders,Labour & HR Services,Web Portal,2331,1200,61.4,9.9,7.28,4.31,97.8,1
2026-01-01,Northern Borders,Municipal Services,Branch,3185,2567,62.1,33.9,60.42,3.67,87.5,2
2026-01-01,Northern Borders,Municipal Services,Call Center,2526,1649,62.1,25.2,26.97,3.77,92.9,2
2026-01-01,Northern Borders,Municipal Services,Mobile App,6381,2442,62.1,7.2,5.03,4.42,98.0,3
2026-01-01,Northern Borders,Municipal Services,Web Portal,2558,1319,62.1,10.6,7.87,4.16,97.0,2
2026-01-01,Northern Borders,Social Support & Subsidies,Branch,2631,2202,59.5,35.8,54.29,3.74,89.7,2
2026-01-01,Northern Borders,Social Support & Subsidies,Call Center,2152,1369,59.5,18.1,24.02,4.07,90.6,2
2026-01-01,Northern Borders,Social Support & Subsidies,Mobile App,4563,1850,59.5,6.9,4.59,4.77,99.5,0
2026-01-01,Northern Borders,Social Support & Subsidies,Web Portal,1811,934,59.5,11.1,7.68,4.53,99.5,1
2026-01-01,Northern Borders,Traffic & Transport,Branch,4234,3461,61.1,24.5,50.73,3.71,93.1,4
2026-01-01,Northern Borders,Traffic & Transport,Call Center,3246,2113,61.1,16.8,22.54,3.88,86.5,3
2026-01-01,Northern Borders,Traffic & Transport,Mobile App,8596,3351,61.1,5.1,4.31,4.57,99.5,3
2026-01-01,Northern Borders,Traffic & Transport,Web Portal,3147,1704,61.1,7.8,6.55,4.4,99.2,1
2026-01-01,Qassim,Business & Licensing,Branch,9594,8101,64.0,44.5,63.43,3.24,89.6,11
2026-01-01,Qassim,Business & Licensing,Call Center,7909,4996,64.0,27.4,25.12,3.56,92.5,6
2026-01-01,Qassim,Business & Licensing,Mobile App,22839,9279,64.0,8.9,5.18,4.12,93.0,9
2026-01-01,Qassim,Business & Licensing,Web Portal,8440,4321,64.0,14.1,8.15,3.88,99.4,8
2026-01-01,Qassim,Education & Training,Branch,11151,8586,67.1,21.9,42.18,3.71,93.3,12
2026-01-01,Qassim,Education & Training,Call Center,8157,5194,67.1,14.4,18.96,3.8,91.9,9
2026-01-01,Qassim,Education & Training,Mobile App,27328,10219,67.1,4.4,3.68,4.41,98.4,10
2026-01-01,Qassim,Education & Training,Web Portal,10900,5565,67.1,7.7,6.13,4.17,99.5,6
2026-01-01,Qassim,Health Services,Branch,15270,12808,67.4,23.3,51.31,3.47,92.8,19
2026-01-01,Qassim,Health Services,Call Center,11932,7730,67.4,15.2,21.57,3.87,89.6,11
2026-01-01,Qassim,Health Services,Mobile App,46570,18666,67.4,5.0,4.18,4.46,95.3,18
2026-01-01,Qassim,Health Services,Web Portal,16119,7947,67.4,8.5,6.46,4.15,98.2,10
2026-01-01,Qassim,Identity & Civil Affairs,Branch,13561,11083,66.8,27.5,44.95,3.54,88.6,18
2026-01-01,Qassim,Identity & Civil Affairs,Call Center,11809,7815,66.8,17.5,22.1,3.56,92.4,12
2026-01-01,Qassim,Identity & Civil Affairs,Mobile App,41617,15914,66.8,6.2,3.91,4.41,97.1,11
2026-01-01,Qassim,Identity & Civil Affairs,Web Portal,15460,7785,66.8,9.2,6.25,4.2,95.5,9
2026-01-01,Qassim,Justice & Notary,Branch,6614,5306,62.9,45.8,67.05,3.26,89.4,9
2026-01-01,Qassim,Justice & Notary,Call Center,4990,3174,62.9,31.8,26.74,3.51,89.1,8
2026-01-01,Qassim,Justice & Notary,Mobile App,13132,5275,62.9,11.0,4.96,4.07,97.4,12
2026-01-01,Qassim,Justice & Notary,Web Portal,5723,2991,62.9,15.2,7.83,3.9,97.7,4
2026-01-01,Qassim,Labour & HR Services,Branch,9327,7709,64.1,28.6,49.65,3.36,86.9,11
2026-01-01,Qassim,Labour & HR Services,Call Center,8168,5372,64.1,16.7,21.89,3.61,90.6,8
2026-01-01,Qassim,Labour & HR Services,Mobile App,21975,8485,64.1,6.3,4.4,4.23,99.5,10
2026-01-01,Qassim,Labour & HR Services,Web Portal,8884,4667,64.1,8.6,6.43,4.0,98.9,6
2026-01-01,Qassim,Municipal Services,Branch,12399,10364,62.9,34.8,54.51,3.36,92.5,15
2026-01-01,Qassim,Municipal Services,Call Center,9151,5848,62.9,20.1,23.11,3.6,90.3,10
2026-01-01,Qassim,Municipal Services,Mobile App,27191,10119,62.9,7.4,4.33,4.25,96.6,14
2026-01-01,Qassim,Municipal Services,Web Portal,10494,5335,62.9,10.0,6.53,3.89,98.8,11
2026-01-01,Qassim,Social Support & Subsidies,Branch,8095,6657,64.8,29.7,54.62,3.55,85.9,9
2026-01-01,Qassim,Social Support & Subsidies,Call Center,6716,4293,64.8,18.3,21.26,3.67,88.8,8
2026-01-01,Qassim,Social Support & Subsidies,Mobile App,19123,7280,64.8,6.1,4.36,4.39,99.5,7
2026-01-01,Qassim,Social Support & Subsidies,Web Portal,7575,3798,64.8,9.8,6.05,4.02,99.5,3
2026-01-01,Qassim,Traffic & Transport,Branch,14266,12055,65.9,27.3,44.7,3.37,89.8,16
2026-01-01,Qassim,Traffic & Transport,Call Center,11600,7256,65.9,15.3,20.4,3.55,88.8,13
2026-01-01,Qassim,Traffic & Transport,Mobile App,34897,14429,65.9,5.6,3.49,4.31,99.5,12
2026-01-01,Qassim,Traffic & Transport,Web Portal,13701,7163,65.9,8.2,5.94,3.98,98.2,11
2026-01-01,Riyadh,Business & Licensing,Branch,53091,39941,64.1,38.1,58.13,3.55,92.6,66
2026-01-01,Riyadh,Business & Licensing,Call Center,40768,26301,64.1,24.1,23.9,3.89,90.8,30
2026-01-01,Riyadh,Business & Licensing,Mobile App,131359,49510,64.1,8.6,4.68,4.51,98.1,33
2026-01-01,Riyadh,Business & Licensing,Web Portal,46414,23738,64.1,14.2,7.46,4.28,99.5,22
2026-01-01,Riyadh,Education & Training,Branch,61008,50429,69.4,21.3,43.13,3.93,89.6,52
2026-01-01,Riyadh,Education & Training,Call Center,48581,29791,69.4,10.8,17.02,4.06,91.2,34
2026-01-01,Riyadh,Education & Training,Mobile App,176775,65731,69.4,4.7,3.19,4.65,95.6,32
2026-01-01,Riyadh,Education & Training,Web Portal,65864,33119,69.4,6.7,5.63,4.46,99.5,24
2026-01-01,Riyadh,Health Services,Branch,95151,77216,68.1,23.7,45.78,3.84,92.5,109
2026-01-01,Riyadh,Health Services,Call Center,70579,46492,68.1,15.5,20.95,4.19,88.2,39
2026-01-01,Riyadh,Health Services,Mobile App,262386,100870,68.1,5.1,3.99,4.83,97.2,8
2026-01-01,Riyadh,Health Services,Web Portal,100940,49868,68.1,7.2,6.12,4.42,98.2,34
2026-01-01,Riyadh,Identity & Civil Affairs,Branch,89855,71641,67.0,23.3,45.4,3.75,87.5,77
2026-01-01,Riyadh,Identity & Civil Affairs,Call Center,71329,45025,67.0,17.7,17.69,3.95,88.8,61
2026-01-01,Riyadh,Identity & Civil Affairs,Mobile App,241956,90385,67.0,5.6,3.91,4.6,99.0,41
2026-01-01,Riyadh,Identity & Civil Affairs,Web Portal,97419,50572,67.0,8.6,5.24,4.69,99.5,14
2026-01-01,Riyadh,Justice & Notary,Branch,37954,31804,64.4,36.3,56.37,3.55,90.5,49
2026-01-01,Riyadh,Justice & Notary,Call Center,31541,20284,64.4,28.7,26.72,3.86,89.8,18
2026-01-01,Riyadh,Justice & Notary,Mobile App,87504,33372,64.4,10.3,4.88,4.4,99.0,26
2026-01-01,Riyadh,Justice & Notary,Web Portal,33763,16004,64.4,14.8,7.75,4.12,96.1,18
2026-01-01,Riyadh,Labour & HR Services,Branch,52723,44863,69.6,27.9,47.1,3.66,87.7,67
2026-01-01,Riyadh,Labour & HR Services,Call Center,42787,26058,69.6,15.7,19.43,3.85,91.7,32
